,bill_no,cashier_id
4518,547419,2
4519,547420,4
4520,547428,2
4521,547444,13
4522,547485,4
4523,547486,3
4524,547488,4
4525,547489,2
4526,547490,2
4527,547491,3
4528,547492,27
4529,547493,31
4530,547494,4
4531,547496,3
4532,547497,3
4533,547498,3
4534,547500,4
4535,547501,1
4536,547503,1
4537,547504,27
4538,547507,3
4539,547508,27
4540,547509,4
4541,547510,4
4542,547511,4
4543,547512,2
4544,547513,3
4545,547514,2
4546,547515,2
4547,547516,4
4548,547517,29
4549,547518,2
4550,547520,27
4551,547521,1
4552,547535,2
4553,547537,2
4554,547538,3
4555,547539,3
4556,547541,2
4557,547546,4
4558,547547,4
4559,547548,1
4560,547549,4
4561,547550,3
4562,547551,3
4563,547552,1
4564,547553,2
4565,547554,3
4566,547555,2
4567,547556,2
4568,547561,2
4569,547562,2
4570,547563,1
4571,547564,3
4572,547565,2
4573,547567,4
4574,547568,2
4575,547569,1
4576,547570,4
4577,547571,4
4578,547572,4
4579,547573,3
4580,547576,1
4581,547577,1
4582,547578,3
4583,547579,4
4584,547580,4
4585,547583,4
4586,547623,1
4587,547639,2
4588,547644,3
4589,547645,8
4590,547647,4
4591,547648,4
4592,547649,3
4593,547650,3
4594,547651,1
4595,547652,4
4596,547653,2
4597,547654,2
4598,547655,3
4599,547656,2
4600,547657,4
4601,547658,1
4602,547659,32
4603,547662,2
4604,547663,1
4605,547664,4
4606,547665,3
4607,547666,1
4608,547667,1
4609,547668,2
4610,547669,3
4611,547670,4
4612,547671,2
4613,547672,4
4614,547674,3
4615,547684,29
4616,547685,29
4617,547686,4
4618,547687,2
4619,547688,3
4620,547689,3
4621,547690,2
4622,547691,4
4623,547694,4
4624,547695,2
4625,547697,2
4626,547698,4
4627,547703,9
4628,547705,1
4629,547706,1
4630,547707,3
4631,547708,4
4632,547709,4
4633,547712,4
4634,547713,3
4635,547714,1
4636,547715,26
4637,547716,4
4638,547717,4
4639,547718,4
4640,547719,3
4641,547720,2
4642,547721,4
4643,547722,27
4644,547723,3
4645,547724,4
4646,547726,2
4647,547727,2
4648,547728,4
4649,547729,2
4650,547730,2
4651,547762,2
4652,547772,3
4653,547785,1
4654,547786,1
4655,547787,3
4656,547788,3
4657,547790,9
4658,547792,3
4659,547793,2
4660,547794,4
4661,547795,2
4662,547796,16
4663,547799,3
4664,547800,1
4665,547801,2
4666,547803,3
4667,547805,1
4668,547809,3
4669,547810,2
4670,547811,1
4671,547812,4
4672,547814,3
4673,547815,7
4674,547816,1
4675,547817,1
4676,547818,2
4677,547819,4
4678,547820,4
4679,547821,26
4680,547822,26
4681,547825,16
4682,547826,2
4683,547828,4
4684,547829,2
4685,547830,2
4686,547832,1
4687,547833,2
4688,547834,1
4689,547835,1
4690,547837,3
4691,547839,1
4692,547840,2
4693,547841,1
4694,547842,2
4695,547843,3
4696,547844,1
4697,547845,3
4698,547846,3
4699,547850,2
4700,547860,3
4701,547861,2
4702,547862,4
4703,547863,27
4704,547864,4
4705,547865,3
4706,547866,2
4707,547867,2
4708,547870,2
4709,547871,2
4710,547872,3
4711,547873,3
4712,547874,4
4713,547875,2
4714,547876,4
4715,547877,4
4716,547879,1
4717,547880,2
4718,547881,4
4719,547883,3
4720,547884,4
4721,547885,4
4722,547886,4
4723,547887,4
4724,547888,4
4725,547890,3
4726,547891,1
4727,547892,27
4728,547893,1
4729,547894,1
4730,547895,2
4731,547896,2
4732,547897,13
4733,547898,3
4734,547900,1
4735,547901,3
4736,547902,2
4737,547903,1
4738,547906,2
4739,547907,2
4740,547909,2
4741,547910,2
4742,547911,2
4743,547912,4
4744,547914,21
4745,547918,4
4746,547919,4
4747,547920,4
4748,547921,4
4749,547922,1
4750,547923,1
4751,547924,1
4752,547925,26
4753,547926,26
4754,547934,26
4755,547935,4
4756,547936,2
4757,547937,1
4758,547938,3
4759,547939,3
4760,547940,4
4761,547941,3
4762,547942,1
4763,547944,2
4764,547945,2
4765,547946,3
4766,547947,1
4767,547949,2
4768,547960,2
4769,547962,1
4770,547963,1
4771,547964,4
4772,547965,2
4773,547967,1
4774,547969,4
4775,547970,3
4776,547971,4
4777,547972,9
4778,547985,1
4779,547986,3
4780,547987,1
4781,547990,1
4782,547991,4
4783,548003,4
4784,548005,2
4785,548006,4
4786,548007,3
4787,548010,16
4788,548011,16
4789,548012,1
4790,548013,1
4791,548014,4
4792,548016,3
4793,548017,4
4794,548033,1
4795,548038,4
4796,548144,1
4797,548148,4
4798,548150,4
4799,548151,1
4800,548152,1
4801,548153,1
4802,548154,2
4803,548156,3
4804,548157,3
4805,548158,2
4806,548159,2
4807,548160,2
4808,548162,3
4809,548163,4
4810,548164,1
4811,548165,2
4812,548166,1
4813,548167,3
4814,548168,2
4815,548169,1
4816,548170,2
4817,548171,3
4818,548172,4
4819,548176,2
4820,548177,2
4821,548178,3
4822,548185,3
4823,548186,2
4824,548188,3
4825,548189,4
4826,548190,2
4827,548191,1
4828,548192,4
4829,548194,2
4830,548196,2
4831,548197,2
4832,548198,2
4833,548199,2
4834,548202,4
4835,548203,2
4836,548204,3
4837,548208,4
4838,548210,2
4839,548211,16
4840,548212,7
4841,548213,4
4842,548214,2
4843,548215,1
4844,548216,2
4845,548217,4
4846,548218,3
4847,548219,2
4848,548222,3
4849,548223,4
4850,548234,1
4851,548242,3
4852,548245,3
4853,548255,4
4854,548257,3
4855,548258,4
4856,548259,2
4857,548260,4
4858,548267,3
4859,548276,3
4860,548289,3
4861,548293,2
4862,548308,3
4863,548309,2
4864,548310,4
4865,548311,4
4866,548312,4
4867,548313,4
4868,548314,3
4869,548315,1
4870,548316,2
4871,548317,1
4872,548318,1
4873,548319,2
4874,548320,26
4875,548321,1
4876,548322,4
4877,548323,3
4878,548324,1
4879,548325,4
4880,548326,2
4881,548327,2
4882,548329,4
4883,548330,2
4884,548331,1
4885,548332,2
4886,548333,3
4887,548334,3
4888,548335,1
4889,548336,4
4890,548337,2
4891,548338,2
4892,548340,1
4893,548349,1
4894,548351,4
4895,548353,2
4896,548354,4
4897,548358,1
4898,548361,4
4899,548367,3
4900,548368,4
4901,548370,1
4902,548371,2
4903,548372,2
4904,548373,2
4905,548384,4
4906,548386,4
4907,548388,2
4908,548390,3
4909,548393,2
4910,548400,3
4911,548401,1
4912,548403,1
4913,548404,4
4914,548405,3
4915,548406,4
4916,548407,4
4917,548408,3
4918,548409,27
4919,548410,27
4920,548412,26
4921,548447,4
4922,548448,4
4923,548450,1
4924,548451,4
4925,548452,2
4926,548455,1
4927,548457,3
4928,548458,2
4929,548459,4
4930,548461,2
4931,548466,3
4932,548468,2
4933,548470,13
4934,548484,1
4935,548486,1
4936,548489,26
4937,548490,4
4938,548491,3
4939,548492,4
4940,548493,1
4941,548494,1
4942,548496,27
4943,548497,2
4944,548498,2
4945,548499,4
4946,548500,4
4947,548501,4
4948,548502,1
4949,548504,1
4950,548505,3
4951,548506,2
4952,548507,1
4953,548509,1
4954,548510,3
4955,548511,1
4956,548512,3
4957,548514,2
4958,548516,1
4959,548520,1
4960,548521,1
4961,548522,4
4962,548529,1
4963,548530,2
4964,548531,1
4965,548533,3
4966,548534,4
4967,548541,3
4968,548542,4
4969,548544,1
4970,548545,1
4971,548546,4
4972,548547,3
4973,548548,1
4974,548549,4
4975,548550,1
4976,548551,2
4977,548552,2
4978,548553,27
4979,548554,2
4980,548555,2
4981,548556,2
4982,548557,4
4983,548558,1
4984,548559,4
4985,548560,1
4986,548561,4
4987,548562,22
4988,548563,3
4989,548565,2
4990,548566,1
4991,548567,1
4992,548568,2
4993,548604,3
4994,548606,27
4995,548608,1
4996,548610,3
4997,548611,4
4998,548612,1
4999,548614,3
5000,548616,1
5001,548617,2
5002,548618,2
5003,548621,2
5004,548622,4
5005,548624,4
5006,548627,3
5007,548629,2
5008,548630,2
5009,548631,4
5010,548632,4
5011,548633,1
5012,548634,4
5013,548635,3
5014,548636,4
5015,548640,3
5016,548641,3
5017,548642,3
5018,548644,4
5019,548645,3
5020,548648,4
5021,548649,2
5022,548650,2
5023,548651,1
5024,548652,4
5025,548653,1
5026,548654,26
5027,548655,3
5028,548656,4
5029,548657,1
5030,548658,1
5031,548659,2
5032,548660,4
5033,548663,4
5034,548665,1
5035,548666,4
5036,548668,3
5037,548669,1
5038,548670,4
5039,548673,1
5040,548674,4
5041,548686,4
5042,548687,1
5043,548692,1
5044,548696,1
5045,548697,3
5046,548698,3
5047,548699,3
5048,548700,2
5049,548701,1
5050,548702,4
5051,548703,4
5052,548704,4
5053,548705,1
5054,548706,4
5055,548707,3
5056,548708,1
5057,548709,3
5058,548710,4
5059,548711,2
5060,548712,4
5061,548714,2
5062,548715,2
5063,548716,4
5064,548720,4
5065,548726,4
5066,548728,3
5067,548730,1
5068,548732,4
5069,548733,2
5070,548734,1
5071,548735,1
5072,548736,3
5073,548737,27
5074,548739,1
5075,548740,4
5076,548741,2
5077,548742,2
5078,548743,2
5079,548744,1
5080,548745,26
5081,548746,26
5082,548747,4
5083,548749,1
5084,548757,1
5085,548768,3
5086,548780,3
5087,548792,3
5088,548796,3
5089,548801,2
5090,548806,2
5091,548807,1
5092,548808,3
5093,548856,1
5094,548859,1
5095,548860,1
5096,548861,3
5097,548862,1
5098,548863,1
5099,548864,2
5100,548865,4
5101,548867,3
5102,548868,1
5103,548869,3
5104,548870,2
5105,548871,3
5106,548872,1
5107,548873,2
5108,548874,2
5109,548892,3
5110,548893,3
5111,548894,2
5112,548895,1
5113,548896,3
5114,548898,2
5115,548899,2
5116,548900,4
5117,548901,4
5118,548907,1
5119,548909,14
5120,548911,3
5121,548912,3
5122,548916,2
5123,548917,4
5124,548918,3
5125,548919,4
5126,548920,1
5127,548942,3
5128,548945,2
5129,548952,4
5130,548968,10
5131,548969,16
5132,548970,16
5133,548971,2
5134,548973,2
5135,548974,1
5136,548975,3
5137,548977,2
5138,548978,4
5139,548979,2
5140,548981,2
5141,548983,3
5142,548984,3
5143,548985,3
5144,548987,2
5145,548988,2
5146,548990,4
5147,548991,3
5148,548992,1
5149,548993,20
5150,548994,1
5151,548996,1
5152,549007,3
5153,549012,4
5154,549014,1
5155,549015,1
5156,549016,1
5157,549017,4
5158,549018,4
5159,549020,2
5160,549021,4
5161,549022,3
5162,549023,2
5163,549026,1
5164,549027,2
5165,549044,3
5166,549046,1
5167,549047,1
5168,549048,2
5169,549052,2
5170,549053,1
5171,549054,1
5172,549055,2
5173,549056,4
5174,549059,2
5175,549099,4
5176,549100,3
5177,549101,2
5178,549102,4
5179,549104,4
5180,549106,1
5181,549115,1
5182,549116,4
5183,549117,4
5184,549119,3
5185,549120,2
5186,549121,4
5187,549122,1
5188,549123,3
5189,549124,4
5190,549125,3
5191,549126,1
5192,549127,4
5193,549128,3
5194,549129,2
5195,549130,4
5196,549131,4
5197,549148,3
5198,549153,4
5199,549154,2
5200,549155,2
5201,549169,1
5202,549181,4
5203,549182,4
5204,549183,1
5205,549185,3
5206,549186,2
5207,549187,1
5208,549188,2
5209,549189,2
5210,549190,3
5211,549192,2
5212,549193,26
5213,549206,3
5214,549222,23
5215,549225,4
5216,549233,21
5217,549234,3
5218,549235,4
5219,549236,4
5220,549237,4
5221,549238,4
5222,549239,1
5223,549240,2
5224,549241,2
5225,549243,4
5226,549245,1
5227,549246,4
5228,549247,2
5229,549249,29
5230,549250,1
5231,549251,1
5232,549255,4
5233,549256,4
5234,549257,4
5235,549258,3
5236,549259,1
5237,549260,2
5238,549261,3
5239,549262,4
5240,549263,1
5241,549272,3
5242,549273,4
5243,549274,27
5244,549275,4
5245,549276,4
5246,549277,1
5247,549278,1
5248,549279,1
5249,549280,2
5250,549281,3
5251,549282,3
5252,549283,3
5253,549284,3
5254,549285,1
5255,549286,1
5256,549287,4
5257,549289,3
5258,549291,3
5259,549292,1
5260,549293,1
5261,549294,3
5262,549295,1
5263,549296,2
5264,549297,1
5265,549298,4
5266,549299,2
5267,549300,4
5268,549301,1
5269,549302,2
5270,549303,4
5271,549304,3
5272,549305,4
5273,549306,4
5274,549307,4
5275,549308,1
5276,549309,1
5277,549310,3
5278,549311,3
5279,549312,3
5280,549313,32
5281,549314,1
5282,549316,26
5283,549317,2
5284,549318,2
5285,549319,2
5286,549320,3
5287,549321,4
5288,549322,3
5289,549323,2
5290,549324,1
5291,549325,25
5292,549353,2
5293,549360,4
5294,549368,4
5295,549372,4
5296,549387,4
5297,549412,4
5298,549417,3
5299,549424,4
5300,549425,4
5301,549428,2
5302,549429,3
5303,549431,2
5304,549432,4
5305,549433,3
5306,549434,26
5307,549435,13
5308,549436,1
5309,549439,1
5310,549440,4
5311,549441,2
5312,549442,4
5313,549443,4
5314,549444,3
5315,549445,1
5316,549446,4
5317,549448,2
5318,549449,1
5319,549451,4
5320,549467,1
5321,549471,2
5322,549520,4
5323,549522,4
5324,549523,1
5325,549524,3
5326,549525,1
5327,549526,1
5328,549536,2
5329,549537,3
5330,549538,1
5331,549539,2
5332,549542,3
5333,549543,2
5334,549546,2
5335,549547,1
5336,549548,4
5337,549550,1
5338,549551,2
5339,549552,4
5340,549553,1
5341,549554,3
5342,549555,4
5343,549556,4
5344,549557,1
5345,549558,3
5346,549559,29
5347,549560,4
5348,549561,4
5349,549562,1
5350,549563,1
5351,549564,1
5352,549566,1
5353,549567,3
5354,549568,2
5355,549569,2
5356,549570,1
5357,549571,3
5358,549572,2
5359,549573,3
5360,549574,2
5361,549575,3
5362,549576,1
5363,549577,3
5364,549578,2
5365,549579,2
5366,549581,2
5367,549583,1
5368,549584,1
5369,549585,1
5370,549586,2
5371,549587,2
5372,549589,3
5373,549590,2
5374,549591,1
5375,549592,2
5376,549593,4
5377,549594,4
5378,549595,1
5379,549596,3
5380,549597,1
5381,549614,26
5382,549619,3
5383,549633,4
5384,549646,1
5385,549664,3
5386,549665,2
5387,549668,4
5388,549670,2
5389,549678,2
5390,549679,2
5391,549680,26
5392,549681,4
5393,549682,9
5394,549683,3
5395,549684,1
5396,549687,4
5397,549689,3
5398,549690,4
5399,549691,4
5400,549693,4
5401,549694,4
5402,549696,1
5403,549705,4
5404,549711,1
5405,549712,2
5406,549713,1
5407,549714,3
5408,549715,1
5409,549716,1
5410,549717,3
5411,549718,3
5412,549719,4
5413,549720,2
5414,549722,1
5415,549728,4
5416,549729,3
5417,549730,2
5418,549732,2
5419,549733,2
5420,549734,4
5421,549735,4
5422,549736,4
5423,549737,1
5424,549738,24
5425,549740,4
5426,549741,3
5427,549742,3
5428,549743,4
5429,549744,2
5430,549745,2
5431,549746,2
5432,549747,4
5433,549748,4
5434,549749,1
5435,549750,4
5436,549751,4
5437,549752,3
5438,549754,4
5439,549755,4
5440,549756,4
5441,549771,1
5442,549787,3
5443,549789,1
5444,549790,4
5445,549813,3
5446,549825,29
5447,549826,2
5448,549828,2
5449,549829,1
5450,549830,3
5451,549831,3
5452,549832,2
5453,549833,1
5454,549834,1
5455,549835,1
5456,549836,1
5457,549837,2
5458,549838,3
5459,549839,4
5460,549841,2
5461,549842,1
5462,549843,2
5463,549844,1
5464,549845,1
5465,549847,4
5466,549850,4
5467,549851,3
5468,549852,4
5469,549874,3
5470,549880,1
5471,549881,1
5472,549885,1
5473,549896,3
5474,549901,3
5475,549902,1
5476,549903,3
5477,549904,4
5478,549906,3
5479,549907,2
5480,549909,3
5481,549910,4
5482,549911,4
5483,549915,1
5484,549916,2
5485,549917,1
5486,549918,4
5487,549920,4
5488,549923,1
5489,549924,1
5490,549925,2
5491,549927,1
5492,549928,3
5493,549929,1
5494,549932,1
5495,549933,1
5496,549934,2
5497,549936,1
5498,549937,3
5499,549938,3
5500,549939,4
5501,549940,4
5502,549942,1
5503,549943,4
5504,549944,4
5505,549946,2
5506,549947,4
5507,549949,4
5508,549951,2
5509,549953,13
5510,549954,4
5511,549956,4
5512,549957,2
5513,549958,1
5514,549959,1
5515,549961,2
5516,549964,1
5517,549965,1
5518,549966,1
5519,549967,1
5520,549969,2
5521,549970,2
5522,549971,3
5523,549972,2
5524,549974,4
5525,549975,1
5526,549976,1
5527,549977,3
5528,549978,4
5529,549979,3
5530,549980,1
5531,549981,1
5532,549982,2
5533,549983,4
5534,549984,2
5535,549985,2
5536,549988,1
5537,549989,3
5538,549990,3
5539,549991,1
5540,549992,2
5541,549993,4
5542,549994,2
5543,549995,4
5544,549996,3
5545,549997,2
5546,549998,4
5547,549999,2
5548,550000,2
5549,550001,2
5550,550002,26
5551,550003,1
5552,550004,26
5553,550005,2
5554,550006,4
5555,550007,2
5556,550008,4
5557,550011,2
5558,550012,3
5559,550015,4
5560,550016,4
5561,550017,4
5562,550025,3
5563,550030,2
5564,550031,4
5565,550032,1
5566,550033,2
5567,550034,1
5568,550035,4
5569,550052,2
5570,550054,3
5571,550057,3
5572,550071,2
5573,550106,4
5574,550120,3
5575,550121,2
5576,550122,1
5577,550123,2
5578,550124,1
5579,550125,3
5580,550126,3
5581,550128,1
5582,550129,2
5583,550130,1
5584,550131,3
5585,550132,1
5586,550134,4
5587,550135,2
5588,550136,1
5589,550137,26
5590,550138,3
5591,550144,4
5592,550145,27
5593,550148,2
5594,550149,2
5595,550150,4
5596,550151,4
5597,550152,1
5598,550154,4
5599,550155,3
5600,550156,2
5601,550157,4
5602,550158,4
5603,550159,2
5604,550160,3
5605,550161,1
5606,550162,26
5607,550163,4
5608,550164,3
5609,550167,1
5610,550169,4
5611,550173,4
5612,550178,26
5613,550179,3
5614,550180,2
5615,550182,2
5616,550183,3
5617,550184,2
5618,550185,2
5619,550186,2
5620,550187,26
5621,550188,7
5622,550189,2
5623,550190,1
5624,550191,1
5625,550193,2
5626,550194,4
5627,550196,1
5628,550197,1
5629,550198,1
5630,550199,3
5631,550200,3
5632,550201,28
5633,550202,4
5634,550203,3
5635,550204,1
5636,550205,2
5637,550206,4
5638,550207,1
5639,550208,3
5640,550209,1
5641,550210,3
5642,550211,3
5643,550212,2
5644,550213,3
5645,550214,1
5646,550215,3
5647,550216,3
5648,550218,4
5649,550242,1
5650,550249,4
5651,550250,2
5652,550251,3
5653,550255,1
5654,550264,2
5655,550265,2
5656,550272,3
5657,550274,1
5658,550275,3
5659,550276,3
5660,550277,8
5661,550278,1
5662,550279,3
5663,550280,3
5664,550281,7
5665,550282,2
5666,550283,3
5667,550284,29
5668,550285,2
5669,550286,1
5670,550287,2
5671,550288,1
5672,550289,3
5673,550290,2
5674,550291,4
5675,550292,2
5676,550296,3
5677,550297,4
5678,550298,3
5679,550299,1
5680,550301,4
5681,550303,3
5682,550304,2
5683,550305,2
5684,550307,3
5685,550308,1
5686,550309,1
5687,550310,4
5688,550311,1
5689,550312,1
5690,550313,27
5691,550314,3
5692,550315,3
5693,550316,4
5694,550317,3
5695,550318,4
5696,550319,4
5697,550320,2
5698,550321,2
5699,550322,3
5700,550323,3
5701,550324,3
5702,550325,3
5703,550326,3
5704,550327,3
5705,550328,2
5706,550329,1
5707,550330,4
5708,550331,2
5709,550332,4
5710,550333,4
5711,550334,3
5712,550335,1
5713,550336,2
5714,550337,2
5715,550338,27
5716,550339,3
5717,550340,3
5718,550341,4
5719,550342,1
5720,550343,3
5721,550344,20
5722,550345,2
5723,550346,1
5724,550347,2
5725,550348,3
5726,550350,1
5727,550351,3
5728,550352,3
5729,550357,4
5730,550359,4
5731,550360,1
5732,550361,1
5733,550362,4
5734,550364,2
5735,550377,3
5736,550389,4
5737,550408,3
5738,550437,1
5739,550438,1
5740,550439,1
5741,550440,29
5742,550446,1
5743,550447,4
5744,550448,4
5745,550449,2
5746,550450,3
5747,550452,1
5748,550453,2
5749,550457,1
5750,550458,4
5751,550459,1
5752,550461,3
5753,550462,3
5754,550464,1
5755,550465,4
5756,550467,4
5757,550468,1
5758,550469,2
5759,550470,1
5760,550471,2
5761,550473,3
5762,550474,1
5763,550476,3
5764,550477,2
5765,550478,1
5766,550479,3
5767,550480,2
5768,550481,1
5769,550483,1
5770,550487,1
5771,550488,1
5772,550490,3
5773,550491,3
5774,550492,4
5775,550493,3
5776,550495,1
5777,550496,3
5778,550497,2
5779,550498,1
5780,550499,3
5781,550500,4
5782,550503,3
5783,550504,2
5784,550512,2
5785,550513,2
5786,550514,3
5787,550515,4
5788,550516,3
5789,550517,4
5790,550518,3
5791,550519,1
5792,550520,3
5793,550521,4
5794,550522,2
5795,550523,3
5796,550524,2
5797,550525,1
5798,550526,2
5799,550527,26
5800,550528,3
5801,550531,3
5802,550532,1
5803,550535,2
5804,550539,2
5805,550541,3
5806,550542,3
5807,550560,1
5808,550579,2
5809,550606,21
5810,550607,4
5811,550608,3
5812,550610,1
5813,550612,2
5814,550613,4
5815,550615,1
5816,550616,4
5817,550617,2
5818,550619,2
5819,550620,26
5820,550621,3
5821,550622,1
5822,550623,1
5823,550624,3
5824,550625,26
5825,550626,4
5826,550627,2
5827,550628,1
5828,550629,1
5829,550630,2
5830,550631,3
5831,550632,4
5832,550633,2
5833,550634,2
5834,550635,1
5835,550636,3
5836,550637,3
5837,550638,1
5838,550639,2
5839,550640,2
5840,550641,3
5841,550644,6
5842,550645,4
5843,550649,1
5844,550651,2
5845,550655,3
5846,550656,2
5847,550657,2
5848,550658,1
5849,550659,3
5850,550660,3
5851,550661,27
5852,550662,4
5853,550663,4
5854,550665,26
5855,550666,2
5856,550669,1
5857,550670,2
5858,550671,7
5859,550673,3
5860,550674,3
5861,550675,2
5862,550701,1
5863,550710,2
5864,550711,4
5865,550712,2
5866,550713,3
5867,550714,4
5868,550723,3
5869,550740,3
5870,550750,1
5871,550754,2
5872,550755,3
5873,550756,4
5874,550764,1
5875,550765,3
5876,550766,1
5877,550767,3
5878,550768,4
5879,550769,2
5880,550772,2
5881,550773,2
5882,550774,4
5883,550775,4
5884,550776,2
5885,550777,2
5886,550778,3
5887,550779,2
5888,550781,2
5889,550782,1
5890,550783,4
5891,550784,3
5892,550785,1
5893,550786,1
5894,550796,4
5895,550797,4
5896,550798,1
5897,550799,3
5898,550801,3
5899,550802,4
5900,550803,4
5901,550804,4
5902,550805,4
5903,550806,1
5904,550811,1
5905,550817,1
5906,550818,1
5907,550819,4
5908,550820,1
5909,550821,27
5910,550822,2
5911,550823,4
5912,550824,2
5913,550826,3
5914,550827,27
5915,550828,4
5916,550829,2
5917,550830,3
5918,550831,2
5919,550832,2
5920,550833,1
5921,550834,2
5922,550835,2
5923,550836,2
5924,550837,2
5925,550838,2
5926,550885,3
5927,550890,4
5928,550898,1
5929,550899,7
5930,550900,4
5931,550901,2
5932,550906,2
5933,550907,2
5934,550911,9
5935,550912,2
5936,550913,4
5937,550914,4
5938,550915,4
5939,550916,3
5940,550917,4
5941,550918,2
5942,550919,1
5943,550920,1
5944,550921,1
5945,550923,1
5946,550925,3
5947,550931,4
5948,550934,3
5949,550936,3
5950,550937,3
5951,550938,2
5952,550939,3
5953,550940,2
5954,550941,2
5955,550942,4
5956,550944,1
5957,550946,26
5958,550949,3
5959,550953,4
5960,550955,3
5961,550956,2
5962,550957,3
5963,550958,1
5964,550960,26
5965,550963,4
5966,550964,3
5967,550965,2
5968,550967,3
5969,550968,1
5970,550971,2
5971,550972,1
5972,550973,3
5973,550974,4
5974,550978,4
5975,550986,3
5976,550987,1
5977,550988,3
5978,550989,3
5979,550990,3
5980,550991,2
5981,550992,1
5982,550993,4
5983,550994,4
5984,550995,4
5985,550996,3
5986,550997,2
5987,550998,31
5988,550999,3
5989,551000,3
5990,551001,3
5991,551002,3
5992,551003,2
5993,551004,4
5994,551005,3
5995,551006,4
5996,551007,4
5997,551008,2
5998,551009,1
5999,551010,2
6000,551011,1
6001,551012,1
6002,551014,4
6003,551016,1
6004,551021,1
6005,551028,4
6006,551033,3
6007,551035,2
6008,551054,31
6009,551055,2
6010,551056,1
6011,551057,2
6012,551058,3
6013,551059,3
6014,551060,2
6015,551062,1
6016,551085,2
6017,551088,1
6018,551124,1
6019,551125,2
6020,551133,1
6021,551134,4
6022,551135,4
6023,551136,1
6024,551137,3
6025,551138,2
6026,551141,2
6027,551142,4
6028,551143,2
6029,551144,1
6030,551145,3
6031,551146,4
6032,551147,3
6033,551148,1
6034,551149,1
6035,551150,4
6036,551151,2
6037,551152,3
6038,551158,2
6039,551159,3
6040,551160,4
6041,551161,3
6042,551162,4
6043,551163,27
6044,551164,3
6045,551166,4
6046,551170,4
6047,551171,2
6048,551172,4
6049,551173,1
6050,551174,4
6051,551176,2
6052,551177,2
6053,551181,2
6054,551182,3
6055,551183,2
6056,551184,2
6057,551185,3
6058,551188,2
6059,551189,2
6060,551191,2
6061,551192,4
6062,551193,2
6063,551194,1
6064,551197,2
6065,551198,4
6066,551199,3
6067,551200,2
6068,551202,3
6069,551211,4
6070,551218,1
6071,551234,2
6072,551247,4
6073,551250,2
6074,551258,26
6075,551259,1
6076,551262,1
6077,551268,2
6078,551269,2
6079,551270,1
6080,551271,3
6081,551272,3
6082,551273,4
6083,551274,1
6084,551275,4
6085,551276,4
6086,551277,4
6087,551278,8
6088,551280,1
6089,551281,3
6090,551282,2
6091,551283,3
6092,551284,2
6093,551286,3
6094,551288,1
6095,551289,1
6096,551290,2
6097,551291,4
6098,551292,2
6099,551293,2
6100,551294,1
6101,551299,2
6102,551301,4
6103,551305,1
6104,551314,3
6105,551315,3
6106,551317,2
6107,551325,2
6108,551332,3
6109,551334,4
6110,551337,4
6111,551338,1
6112,551339,4
6113,551340,2
6114,551341,3
6115,551342,2
6116,551343,4
6117,551344,3
6118,551345,16
6119,551346,29
6120,551347,1
6121,551349,4
6122,551350,4
6123,551351,2
6124,551352,2
6125,551383,1
6126,551384,1
6127,551385,3
6128,551387,2
6129,551389,27
6130,551390,2
6131,551391,2
6132,551392,3
6133,551393,2
6134,551395,2
6135,551396,1
6136,551397,1
6137,551398,9
6138,551399,1
6139,551400,4
6140,551401,3
6141,551412,4
6142,551413,4
6143,551414,2
6144,551415,4
6145,551416,2
6146,551417,2
6147,551418,3
6148,551420,2
6149,551421,2
6150,551423,4
6151,551424,2
6152,551426,3
6153,551427,2
6154,551428,2
6155,551436,3
6156,551437,2
6157,551438,4
6158,551439,3
6159,551440,2
6160,551445,4
6161,551462,3
6162,551467,26
6163,551468,4
6164,551469,1
6165,551470,1
6166,551471,3
6167,551501,2
6168,551507,1
6169,551514,2
6170,551515,2
6171,551516,1
6172,551517,4
6173,551518,1
6174,551519,1
6175,551520,3
6176,551523,1
6177,551524,2
6178,551525,1
6179,551527,3
6180,551528,1
6181,551529,26
6182,551530,2
6183,551531,3
6184,551532,1
6185,551533,3
6186,551534,3
6187,551535,1
6188,551536,4
6189,551537,1
6190,551539,27
6191,551542,1
6192,551543,4
6193,551544,27
6194,551545,27
6195,551546,2
6196,551547,1
6197,551548,2
6198,551549,2
6199,551550,2
6200,551555,4
6201,551556,2
6202,551558,2
6203,551559,4
6204,551560,2
6205,551561,2
6206,551563,2
6207,551564,4
6208,551566,2
6209,551584,3
6210,551599,2
6211,551603,2
6212,551616,4
6213,551617,4
6214,551618,1
6215,551623,4
6216,551647,3
6217,551649,27
6218,551650,3
6219,551652,27
6220,551653,1
6221,551654,3
6222,551655,1
6223,551658,4
6224,551660,3
6225,551661,1
6226,551662,3
6227,551665,2
6228,551686,2
6229,551687,1
6230,551688,2
6231,551693,1
6232,551696,1
6233,551698,4
6234,551702,3
6235,551713,4
6236,551714,3
6237,551715,1
6238,551716,2
6239,551717,1
6240,551718,4
6241,551719,4
6242,551720,3
6243,551721,4
6244,551724,1
6245,551725,3
6246,551726,3
6247,551727,2
6248,551728,26
6249,551729,26
6250,551730,4
6251,551731,1
6252,551733,1
6253,551734,4
6254,551739,3
6255,551747,4
6256,551774,4
6257,551775,2
6258,551776,1
6259,551791,4
6260,551809,3
6261,551810,4
6262,551811,2
6263,551812,3
6264,551813,4
6265,551814,1
